,Class Index,Description
2981,4,What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?
2982,6,How many members are in the California congressional delegation ?
2983,5,What erupts every hour at Yellowstone National Park ?
2984,5,What country contains the highest point in South America ?
2985,4,What are Arnold Palmer 's fans called ?
2986,4,Who retired with 755 home runs to his credit ?
2987,5,What constellation represents a hunter with club and shield ?
2988,4,Who developed potlatch ?
2989,6,How long did Shea and Gould practice law in Los Angeles ?
2990,6,What 's a perfect score in a gymnastics exercise ?
2991,4,"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?"
2992,2,What made Jane Goodall famous ?
2993,6,At what age did Rossini stop writing opera ?
2994,5,What Russian seaport has a name meaning `` Lord of the East '' ?
2995,4,Name the two actress daughters of John Mills .
2996,6,How old was Gene Siskel ?
2997,2,What can be done about snoring ?
2998,5,What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?
2999,4,Who is the actress Bette Davis once said she wished she looked like ?
3000,4,Who portrayed The Cowardly Lion in The Wizard of Oz ?
3001,3,What does a chiropodist treat ?
3002,2,What is porphyria ?
3003,5,What gate opened on East and West Berlin ?
3004,4,Who was the first king of England ?
3005,2,What made the Finger Lakes in western New York state ?
3006,3,In what movie is the number nine found in the title ?
3007,6,How many calories are there in soy sauce ?
3008,4,Who killed Kurt Cobain ?
3009,4,Who created the monster in Mary Shelley 's novel Frankenstein ?
3010,5,What 's the farthest planet from the sun ?
3011,2,Why does the sun shine only a short time in Alaska ?
3012,3,What chemical in red wine is good for the heart and what exactly does it do to your body ?
3013,2,How does blood clot ?
3014,6,How big is our galaxy in diameter ?
3015,3,"What product `` doubles your pleasure , doubles your fun '' ?"
3016,6,When is a woman most fertile ?
3017,4,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?
3018,4,Who was the first man to return to space ?
3019,3,What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?
3020,4,Who gave Abbie Hoffman his first dose of LSD ?
3021,2,What effect does friction have on perpetual motion ?
3022,4,What did the Seven Dwarfs do for a living ?
3023,4,What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?
3024,4,Who shot Billy the Kid ?
3025,2,What is he doing now ?
3026,4,What Mormon leader was said to have had 27 wives ?
3027,3,What video format was an alternative to VHS ?
3028,2,Where did the term `` 69 '' come from ?
3029,3,What is money made of ?
3030,5,What 's the name of a hotel in Indianapolis ?
3031,6,How many people in Tucson ?
3032,5,Where is Melbourne ?
3033,4,With whom did Bush compare Saddam Hussein ?
3034,5,What country was Mikhail Gorbachev the leader of ?
3035,6,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?"
3036,4,What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?
3037,5,What is the largest county in size in Massachusetts ?
3038,4,What is the name of the brilliant British economist behind its creation ?
3039,4,Who played Sally Rogers on The Dick Van Dyke Show ?
3040,2,What is it like to experience a near death episode ?
3041,4,What mythical figure carries an hourglass and a scythe ?
3042,6,How much is a Canadian 1967 twenty dollar gold coin worth ?
3043,2,Why didn 't European colonial rule spread until after the first and second industrial revolutions ?
3044,5,What natural attractions draw the most visitors in the United States ?
3045,4,What presidential administration challenged Americans to explore The New Frontier ?
3046,6,How many years did Sleeping Beauty sleep ?
3047,6,How long does it take for your body to restore blood after you donate your blood ?
3048,2,How do I know someone is truly in love with me ?
3049,3,Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?
3050,2,What is literary criticism ?
3051,2,How do you throw a housewarming party ?
3052,3,What international sport was originally called hurley ?
3053,5,What river runs through Liverpool ?
3054,4,What famous British actor lost his voice after an operation in 1966 ?
3055,2,What does the term 3 mean to a newspaper editor ?
3056,4,What company makes impulse hardening equipment ?
3057,5,What country was Kim Philby really working for ?
3058,2,What does Freddy Freeman say to become Captain Marvel Jr. ?
3059,5,What country was Hitler the chancellor of ?
3060,4,What is Rona Barrett 's married name ?
3061,6,How many years make up a lustrum ?
3062,3,What are close encounters of the first and second kind ?
3063,4,Who is the mathematician that won the Noble Prize for Literature in 1950 ?
3064,4,Which glamorous actress is a close friend of Dick Tracy ?
3065,3,What 1956 Grace Metalious novel was on the best-seller list for two years ?
3066,4,Name the three races unleashed by the Celestials in Marvel comics .
3067,6,How old is the Italian artist Maurizio Pellegrin ?
3068,4,"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?"
3069,2,What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?
3070,5,What North American city would you visit to see Cleopatra 's Needle ?
3071,6,When was the NFL established ?
3072,5,Where can I find an Ask An Expert site ?
3073,4,What writer-journalist made his mark describing colorful Broadway and underworld characters ?
3074,5,What U.S. state has the lowest highest elevation at 6 feet ?
3075,4,What are the residents of the island of Lesbos called ?
3076,3,What is the organizational structure of the New Delhi Indira Gandhi airport ?
3077,3,"At Christmas time , what is the traditional thing to do under the mistletoe ?"
3078,4,What baseball great plugged Mr. Coffee ?
3079,3,What international amateur sports spectacle was first telecast in 1956 ?
3080,2,What is the origin of the word `` amen '' ?
3081,4,Who 's baby was Sweet Pea on the Popeye cartoon ?
3082,5,Where is Mile High Stadium ?
3083,3,"What were Baffin , Frobisher and Franklin looking for ?"
3084,2,What is limbo ?
3085,5,What city contains the district of Hell 's Kitchen ?
3086,3,What interesting method was used to run the credits in the early Popeye cartoons ?
3087,3,What are the stars made of ?
3088,4,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?"
3089,4,"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?"
3090,6,How fast must a spacecraft travel to escape Earth 's gravity ?
3091,4,What apostle is Taylor Caldwell 's Great Lion of God ?
3092,6,How many rings are there on a five-zone archery target ?
3093,3,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?"
3094,3,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?"
3095,2,What is a tonne ?
3096,5,Which one of the Great Lakes is entirely within U.S. territory ?
3097,1,What is DEET ?
3098,4,What company sells the most greeting cards ?
3099,5,What U.S. state has sagebrush as its state flower ?
3100,2,What is the Bernoulli Principle ?
3101,4,What 's comic strip photographer Peter Parker 's secret identity ?
3102,2,What is difference between a poster and a print ?
3103,3,In which sport is there a `` scrum '' ?
3104,3,What are the best ways to improve employee morale at low cost ?
3105,5,What nationality is Pope John Paul II ?
3106,2,What is false consciousness ?
3107,2,How did the Great Depression affect Japan 's history ?
3108,3,Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?
3109,5,Where are some great educational resources for parents and teachers ?
3110,6,How many Israeli athletes were killed at the Munich Olympics ?
3111,3,What is the Scotch `` for people who know the difference '' ?
3112,6,When was Richard Nixon born ?
3113,5,What New York City landmark has 168 steps to its crown ?
3114,5,Where is the Bulls basketball team based ?
3115,6,What is the recomended age to switch a child from a crib to a bed ?
3116,4,Which Rockefeller was sometimes called `` JDR3 '' ?
3117,6,When is the Sun closest to the Earth ?
3118,2,What are some chemical properties of mendelevium ?
3119,6,What is the average hours per months spent online by AOL users ?
3120,4,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?
3121,2,What is the origin of the word `` sideburns '' ?
3122,3,The trials resulting from World War II are known as what ?
3123,3,What started in 1849 when gold was discovered at Sutter 's Mill ?
3124,2,What is a First World country ?
3125,4,Who was Shakespeare 's Moorish general ?
3126,5,What 's the second-highest mountain in the world ?
3127,5,What country was Erich Honecker the leader of ?
3128,2,How does salt melt ice and snow ?
3129,5,"What two Japanese cities are spelled with the letters K , O , O , T and Y ?"
3130,2,What does laser stand for ?
3131,4,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?
3132,5,Where did Wile E. Coyote always get his devices ?
3133,6,How far away is the moon ?
3134,4,What famous film and TV cowboy lent his name to a fast food chain ?
3135,2,What is mandibulofacial dysostosis ?
3136,2,What was the reason for the partition of the Anglican and Vatican churches ?
3137,2,What is Butterfield 8 in Butterfield 8 ?
3138,4,Who famously rode to warn the people of Massachusetts that the British were coming ?
3139,1,What is DTMF ?
3140,3,"Name a movie that the actress , Sandra Bullock , had a role in ."
3141,3,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?"
3142,4,Who commanded the French forces at the Battle of Orleans ?
3143,5,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?
3144,5,What countries does the Mont Blanc Tunnel join ?
3145,3,What ill-fated craft was captained by Ernst Lehmann ?
3146,6,When did Amtrak begin operations ?
3147,6,How many bones are in the human hand ?
3148,6,How many chemical elements are there ?
3149,5,What eastern state sprouted the first commercial nuclear power plant in the U.S. ?
3150,5,What are the three most populated countries in the world ?
3151,4,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?
3152,6,"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?"
3153,6,What is the youngest age a boy or girl can have an orgasm ?
3154,3,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?
3155,2,What is the origin of the candy cane at Christmas ?
3156,3,What is the brand name of a chemical used to control ripening ?
3157,3,What terror of the sea did Johnny Horton sing about ?
3158,5,What is the largest office block in the world ?
3159,4,Who turned all he touched to gold ?
3160,3,What is the medical term for cancer of the blood ?
3161,4,Who plays shortstop for Charlie Brown 's baseball team ?
3162,5,What country did the Romans call Hibernia ?
3163,4,Who was the most famous food editor of The New York Times ?
